scenario_id,gen_row,generator_key,bus_id,raw_prior_pg_mw,solved_pg_mw,pg_departure_mw,initial_qg_mvar,solved_qg_mvar,qg_departure_mvar,pmin_mw,pmax_mw,qmin_mvar,qmax_mvar
S2_2019_WINTER_PEAK_PUBLIC,1,NPCC_S7:GEN_ROW:10:BUS:42,42,141.426410258129,142.8529068127,1.42649655457024,349.52573,114.098294351308,-235.427435648692,0,568.003995,-999,999
S2_2019_WINTER_PEAK_PUBLIC,2,NPCC_S7:GEN_ROW:11:BUS:47,47,562.477594034074,567.54207098142,5.06447694734607,70.3444442,6.80992735352229,-63.5345168464777,0,944.920662,-999,999
S2_2019_WINTER_PEAK_PUBLIC,3,NPCC_S7:GEN_ROW:12:BUS:48,48,23.8463175040944,24.0642675278759,0.217950023781469,132.871442,3.1706667236743,-129.700775276326,0,40.0600457,-999,999
S2_2019_WINTER_PEAK_PUBLIC,4,NPCC_S7:GEN_ROW:13:BUS:50,50,799.50078474621,825.130186634899,25.6294018886898,448.554516,65.8909439180547,-382.663572081945,0,1105.24857748821,-999,999
S2_2019_WINTER_PEAK_PUBLIC,5,NPCC_S7:GEN_ROW:14:BUS:51,51,211.85880265946,218.636347959547,6.77754530008704,44.8515469,-72.0953143706632,-116.946861270663,0,292.878562141814,-999,999
S2_2019_WINTER_PEAK_PUBLIC,6,NPCC_S7:GEN_ROW:15:BUS:53,53,237.817423954103,239.785328974265,1.96790502016228,242.955128,106.56932809482,-136.38579990518,0,288.8,-999,999
S2_2019_WINTER_PEAK_PUBLIC,7,NPCC_S7:GEN_ROW:16:BUS:54,54,190.061256427088,194.107236345875,4.04597991878711,0.470267887,-7.72438992715014,-8.19465781415014,0,197.192650893643,-999,999
S2_2019_WINTER_PEAK_PUBLIC,8,NPCC_S7:GEN_ROW:17:BUS:54,54,190.061256427088,194.107236345875,4.04597991878711,65.0449814,-77.3134883699442,-142.358469769944,0,197.192650893643,-9999,9999
S2_2019_WINTER_PEAK_PUBLIC,9,NPCC_S7:GEN_ROW:18:BUS:55,55,190.061256427088,194.08171467068,4.02045824359175,416.208953,61.2171974501824,-354.991755549818,0,197.192650893643,-999,999
S2_2019_WINTER_PEAK_PUBLIC,10,NPCC_S7:GEN_ROW:19:BUS:56,56,477.188977464408,487.096026344381,9.90704887997305,123.109611,-6.73913119810253,-129.848742198103,0,495.093851384339,-999,999
S2_2019_WINTER_PEAK_PUBLIC,11,NPCC_S7:GEN_ROW:20:BUS:57,57,13.7989408056896,14.0901162822094,0.291175476519813,88.7434425,4.88999534200215,-83.8534471579978,0,14.3166985641929,-999,999
S2_2019_WINTER_PEAK_PUBLIC,12,NPCC_S7:GEN_ROW:21:BUS:60,60,57.3820643689843,58.5769872088393,1.19492283985505,202.606111,-2.61183673393105,-205.217947733931,0,59.5351288283759,-999,999
S2_2019_WINTER_PEAK_PUBLIC,13,NPCC_S7:GEN_ROW:22:BUS:61,61,127.492645830374,130.124545691309,2.63189986093452,-23.9178436,-8.83963506167722,15.0782085383228,0,132.276368542162,-999,999
S2_2019_WINTER_PEAK_PUBLIC,14,NPCC_S7:GEN_ROW:23:BUS:65,65,5.41211343011825,5.58803307195748,0.17591964183923,27.6861952,-5.29228872553066,-32.9784839255307,0,7.481832143219,-999,999
S2_2019_WINTER_PEAK_PUBLIC,15,NPCC_S7:GEN_ROW:24:BUS:68,68,196.071632414849,202.228158079727,6.15652566487861,172.280965,-26.6454216876414,-198.926386687641,0,271.054008885173,-999,999
S2_2019_WINTER_PEAK_PUBLIC,16,NPCC_S7:GEN_ROW:25:BUS:71,71,465.615503113988,480.357042360765,14.7415392467778,94.1098296,-44.750862386761,-138.860691986761,0,643.677757785503,-999,999
S2_2019_WINTER_PEAK_PUBLIC,17,NPCC_S7:GEN_ROW:26:BUS:72,72,138.061366916168,142.431928259334,4.37056134316634,-17.3485866,-23.1547061575215,-5.80611955752147,0,190.859261556085,-999,999
S2_2019_WINTER_PEAK_PUBLIC,18,NPCC_S7:GEN_ROW:27:BUS:78,78,0,2.1315696335398,2.1315696335398,777.172253,139.877859245857,-637.294393754143,0,565.099092,-999,999
S2_2019_WINTER_PEAK_PUBLIC,19,NPCC_S7:GEN_ROW:28:BUS:79,79,202.294243647202,208.015466972224,5.72122332502204,53.5038859,328.408235204076,274.904349304076,0,577.453484,-999,999
