timestamp,hour_index,source_bus,gross_pd_mw,gross_qd_mvar,wind_injection_mw,other_renewable_injection_mw,recorded_thermal_pg_bus_mw,allocated_thermal_pg_bus_mw,thermal_residual_pg_bus_mw,nuclear_input_pg_bus_mw,hydro_input_pg_bus_mw,ward_net_load_adjustment_mw,net_pd_mw,native_input_pg_mw,native_solved_pg_mw,slack_adjustment_mw,boundary_ac_mw,boundary_dc_mw,boundary_hq_mw,boundary_total_mw
2019-01-08T15:00:00,184,37,0.0,0.0,0.0,6.6582544689800205,0.0,0.0,0.0,0.0,0.0,-5.782041512247815e-12,-6.6582544689858025,0.0,0.0,0.0,-840.2657597391574,0.0,0.0,-840.2657597391574
2019-01-08T15:00:00,184,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8421709430404007e-12,2.8421709430404007e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08T15:00:00,184,39,237.74,48.27516597912815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-13,237.74000000000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08T15:00:00,184,40,0.0,0.0,0.0,1.7755345250613388,0.0,0.0,0.0,0.0,0.0,1.0871303857129533e-12,-1.7755345250602517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08T15:00:00,184,41,1161.1858608893956,235.78884565934374,0.0,0.3883981773571678,0.0,0.0,0.0,0.0,0.0,1.3642420526593924e-12,1160.7974627120398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08T15:00:00,184,42,293.61413911060436,59.620893831005496,0.0,7.989905362776024,1056.0,1056.0,0.0,0.0,201.82072629408276,-1.3073986337985843e-12,285.624233747827,1257.8207262940828,1257.8207262940828,0.0,0.0,0.0,0.0,0.0
2019-01-08T15:00:00,184,43,0.0,0.0,5.832922461019806,0.0,0.0,0.0,0.0,0.0,0.0,7.540634783254063e-13,-5.832922461019052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08T15:00:00,184,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4868995751603507e-12,-2.4868995751603507e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08T15:00:00,184,45,330.96009913258985,67.20431445316093,9.363042562157606,2.6633017875920078,0.0,0.0,0.0,0.0,21.409765474817384,-6.252776074688882e-13,318.9337547828396,21.409765474817384,21.409765474817384,0.0,0.0,0.0,0.0,0.0
2019-01-08T15:00:00,184,46,29.734696406443618,6.037887626651178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1013412404281553e-13,29.734696406443728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08T15:00:00,184,47,682.6052044609665,138.60889855964442,50.826137800252845,34.345495969155266,0.0,0.0,0.0,0.0,260.28585509069944,-9.094947017729282e-13,597.4335706915575,260.28585509069944,260.28585509069944,0.0,0.0,0.0,0.0,0.0
2019-01-08T15:00:00,184,48,0.0,0.0,85.83632532659081,3.5510690501226776,0.0,0.0,0.0,0.0,781.7674731182796,9.237055564881302e-13,-89.38739437671256,781.7674731182796,781.7674731182796,0.0,99.33295256628334,0.0,1659.0,1758.3329525662834
2019-01-08T15:00:00,184,49,595.5,120.92143240754947,0.0,0.0,0.0,0.0,0.0,0.0,44.017280067107066,3.410605131648481e-13,595.5000000000003,44.017280067107066,44.017280067107066,0.0,0.0,0.0,0.0,0.0
2019-01-08T15:00:00,184,50,0.0,0.0,0.0,1.997476340694006,953.0,952.9999999999999,-1.1368683772161603e-13,2782.5,53.44955436720144,-2.2606361227417437e-12,-1.9974763406962666,3788.9495543672015,3788.9495543672015,0.0,0.0,0.0,0.0,0.0
